"","variable","value","pop","country_iso2","mean_w","se_w","count","question_n"
"4854","dgt_use_coordinating_or_collaborating_between_employees","Checked","overall_owner_manager","PL",0.299889507,0.022012263,220,716
"4855","dgt_use_coordinating_or_collaborating_between_employees","Unchecked","overall_owner_manager","PL",0.700110493,0.022012263,496,716
"4856","dgt_use_hiring","Checked","overall_owner_manager","PL",0.212515338,0.019652462,144,716
"4857","dgt_use_hiring","Unchecked","overall_owner_manager","PL",0.787484662,0.019652462,572,716
"4858","dgt_use_none_of_the_above","Checked","overall_owner_manager","PL",0.093194519,0.013965389,63,716
"4859","dgt_use_none_of_the_above","Unchecked","overall_owner_manager","PL",0.906805481,0.013965389,653,716
"4860","dgt_use_selling_goods_and_services","Checked","overall_owner_manager","PL",0.465810539,0.023963657,349,716
"4861","dgt_use_selling_goods_and_services","Unchecked","overall_owner_manager","PL",0.534189461,0.023963657,367,716
"4862","dig_perm","Don't know","overall_owner_manager","PL",0.238171394,0.02296097,137,587
"4863","dig_perm","No","overall_owner_manager","PL",0.212860176,0.02206429,114,587
"4864","dig_perm","Yes","overall_owner_manager","PL",0.54896843,0.026822173,336,587
"4865","dig_use_access_to_digital_solutions_and_business_intelligence_services","Checked","overall_owner_manager","PL",0.156587905,0.019712989,104,580
"4866","dig_use_access_to_digital_solutions_and_business_intelligence_services","Unchecked","overall_owner_manager","PL",0.843412095,0.019712989,476,580
"4867","dig_use_increase_in_customer_or_supplier_base","Checked","overall_owner_manager","PL",0.34455809,0.025778153,217,580
"4868","dig_use_increase_in_customer_or_supplier_base","Unchecked","overall_owner_manager","PL",0.65544191,0.025778153,363,580
"4869","dig_use_increase_in_employment","Checked","overall_owner_manager","PL",0.076664466,0.014432126,37,580
"4870","dig_use_increase_in_employment","Unchecked","overall_owner_manager","PL",0.923335534,0.014432126,543,580
"4871","dig_use_increase_in_sales","Checked","overall_owner_manager","PL",0.294773253,0.024732151,177,580
"4872","dig_use_increase_in_sales","Unchecked","overall_owner_manager","PL",0.705226747,0.024732151,403,580
"4873","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Checked","overall_owner_manager","PL",0.137275216,0.018667479,82,580
"4874","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Unchecked","overall_owner_manager","PL",0.862724784,0.018667479,498,580
"4875","dig_use_no_impact","Checked","overall_owner_manager","PL",0.419315894,0.026766655,219,580
"4876","dig_use_no_impact","Unchecked","overall_owner_manager","PL",0.580684106,0.026766655,361,580
"4877","dig_use_something_not_listed_here","Checked","overall_owner_manager","PL",0.09292342,0.015748458,58,580
"4878","dig_use_something_not_listed_here","Unchecked","overall_owner_manager","PL",0.90707658,0.015748458,522,580
"4879","emp_rhr","Don't know or prefer not to say","overall_owner_manager","PL",0.262522166,0.019305323,224,829
"4880","emp_rhr","No","overall_owner_manager","PL",0.631824092,0.021161448,523,829
"4881","emp_rhr","Yes","overall_owner_manager","PL",0.105653742,0.013486986,82,829
"4882","frl_rhr","Don't know or prefer not to say","overall_owner_manager","PL",0.194728395,0.017157384,162,856
"4883","frl_rhr","No","overall_owner_manager","PL",0.717454733,0.019507719,625,856
"4884","frl_rhr","Yes","overall_owner_manager","PL",0.087816871,0.012262958,69,856
"4885","hol_emp","No","overall_owner_manager","PL",0.686205186,0.022736035,488,696
"4886","hol_emp","Prefer not to say","overall_owner_manager","PL",0.131066067,0.016534968,82,696
"4887","hol_emp","Yes","overall_owner_manager","PL",0.182728747,0.018934393,126,696
"4888","hol_price","Decreased a little","overall_owner_manager","PL",0.033370316,0.008808893,22,693
"4889","hol_price","Decreased a lot","overall_owner_manager","PL",0.067421023,0.012298484,43,693
"4890","hol_price","Increased a little","overall_owner_manager","PL",0.354256778,0.023458494,260,693
"4891","hol_price","Increased a lot","overall_owner_manager","PL",0.143845291,0.017212148,100,693
"4892","hol_price","No Change","overall_owner_manager","PL",0.401106592,0.024038966,268,693
"4893","hol_rev","All","overall_owner_manager","PL",0.056645401,0.011790274,43,649
"4894","hol_rev","Between 0 and 25%","overall_owner_manager","PL",0.426984051,0.025228607,265,649
"4895","hol_rev","Between 25 and 50%","overall_owner_manager","PL",0.228765831,0.021423617,163,649
"4896","hol_rev","Between 50 and 75%","overall_owner_manager","PL",0.112149853,0.016094344,67,649
"4897","hol_rev","Between 75 and 100%","overall_owner_manager","PL",0.031985475,0.008974731,27,649
"4898","hol_rev","None","overall_owner_manager","PL",0.143469389,0.017879491,84,649
"4899","ind_oth","Administrative and support services (e.g. rental and leasing, travel agencies, human resources, security)","overall_owner_manager","PL",0.039019961,0.010751605,14,514
"4900","ind_oth","Arts, entertainment, and recreation","overall_owner_manager","PL",0.161415015,0.02042764,87,514
"4901","ind_oth","Education","overall_owner_manager","PL",0.093370245,0.01615444,57,514
"4902","ind_oth","Financial and insurance activities","overall_owner_manager","PL",0.058164914,0.01299543,31,514
"4903","ind_oth","Human health and social work activities","overall_owner_manager","PL",0.114552983,0.01768305,45,514
"4904","ind_oth","Other","overall_owner_manager","PL",0.241075734,0.023749182,125,514
"4905","ind_oth","Personal services (e.g. repair of household goods, washing of textiles, hairdressing)","overall_owner_manager","PL",0.121844204,0.018161885,52,514
"4906","ind_oth","Professional, scientific, and technical services","overall_owner_manager","PL",0.151038268,0.019882008,87,514
"4907","ind_oth","Real estate activities","overall_owner_manager","PL",0.019518677,0.007680996,16,514
"4908","ind_top","Agriculture, forestry, fishing and mining","overall_owner_manager","PL",0.020916879,0.005735421,24,980
"4909","ind_top","Construction","overall_owner_manager","PL",0.077351251,0.010706782,67,980
"4910","ind_top","Hotels, cafes and restaurants","overall_owner_manager","PL",0.066005609,0.009951067,55,980
"4911","ind_top","Information and communication","overall_owner_manager","PL",0.074873866,0.010548063,83,980
"4912","ind_top","Manufacturing, energy, water supply and waste management","overall_owner_manager","PL",0.020178152,0.005635356,18,980
"4913","ind_top","Other","overall_owner_manager","PL",0.550498004,0.019936586,550,980
"4914","ind_top","Transportation and storage","overall_owner_manager","PL",0.023004714,0.00600844,23,980
"4915","ind_top","Wholesale and retail trade","overall_owner_manager","PL",0.167171526,0.014954298,160,980
"4916","ind_trd","Other","overall_owner_manager","PL",0.059996753,0.023855046,6,158
"4917","ind_trd","Retail trade","overall_owner_manager","PL",0.772168339,0.042132258,129,158
"4918","ind_trd","Wholesale trade","overall_owner_manager","PL",0.167834908,0.037540288,23,158
"4919","phys_chl_a_lack_of_employees_willing_to_work_in_person","Checked","overall_owner_manager","PL",0.091639621,0.016203363,51,544
"4920","phys_chl_a_lack_of_employees_willing_to_work_in_person","Unchecked","overall_owner_manager","PL",0.908360379,0.016203363,493,544
"4921","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Checked","overall_owner_manager","PL",0.21638768,0.023126042,110,544
"4922","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Unchecked","overall_owner_manager","PL",0.78361232,0.023126042,434,544
"4923","phys_chl_a_lack_of_vaccinated_workers","Checked","overall_owner_manager","PL",0.06822358,0.014159813,36,544
"4924","phys_chl_a_lack_of_vaccinated_workers","Unchecked","overall_owner_manager","PL",0.93177642,0.014159813,508,544
"4925","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Checked","overall_owner_manager","PL",0.142596117,0.019637264,71,544
"4926","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Unchecked","overall_owner_manager","PL",0.857403883,0.019637264,473,544
"4927","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Checked","overall_owner_manager","PL",0.359411564,0.026947593,194,544
"4928","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Unchecked","overall_owner_manager","PL",0.640588436,0.026947593,350,544
"4929","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Checked","overall_owner_manager","PL",0.264390056,0.02476742,140,544
"4930","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Unchecked","overall_owner_manager","PL",0.735609944,0.02476742,404,544
"4931","phys_chl_no_challenges","Checked","overall_owner_manager","PL",0.429106642,0.027796783,237,544
"4932","phys_chl_no_challenges","Unchecked","overall_owner_manager","PL",0.570893358,0.027796783,307,544
"4933","phys_plans","Use both in-person and digital business operations roughly equally","overall_owner_manager","PL",0.354423963,0.027435132,191,525
"4934","phys_plans","Use mostly digital business operations","overall_owner_manager","PL",0.141238531,0.019974903,77,525
"4935","phys_plans","Use mostly in-person business operations","overall_owner_manager","PL",0.222435734,0.023852958,121,525
"4936","phys_plans","Use only digital business operations","overall_owner_manager","PL",0.071342878,0.014763007,46,525
"4937","phys_plans","Use only in-person business operations","overall_owner_manager","PL",0.210558894,0.023383982,90,525
"4938","sex","Female","overall_owner_manager","PL",0.446101727,0.020470273,382,913
"4939","sex","Male","overall_owner_manager","PL",0.553898273,0.020470273,531,913
"4940","bus_cur_opn","No","overall_owner_manager","PT",0.066486056,0.011694365,58,759
"4941","bus_cur_opn","Yes","overall_owner_manager","PT",0.933513944,0.011694365,701,759
"4942","bus_dig_rev","All","overall_owner_manager","PT",0.086766171,0.014120993,60,660
"4943","bus_dig_rev","Between 0 and 25%","overall_owner_manager","PT",0.248417748,0.021675973,151,660
"4944","bus_dig_rev","Between 25 and 50%","overall_owner_manager","PT",0.111397816,0.015783054,77,660
"4945","bus_dig_rev","Between 50 and 75%","overall_owner_manager","PT",0.097101866,0.014853616,64,660
"4946","bus_dig_rev","Between 75 and 100%","overall_owner_manager","PT",0.093687559,0.014617697,64,660
"4947","bus_dig_rev","None","overall_owner_manager","PT",0.362628839,0.024117173,244,660
"4948","bus_drv","All","overall_owner_manager","PT",0.07862449,0.013183423,56,686
"4949","bus_drv","Between 0 and 25%","overall_owner_manager","PT",0.207299064,0.019855658,138,686
"4950","bus_drv","Between 25 and 50%","overall_owner_manager","PT",0.121921721,0.016026478,83,686
"4951","bus_drv","Between 50 and 75%","overall_owner_manager","PT",0.116571534,0.015718565,77,686
"4952","bus_drv","Between 75 and 100%","overall_owner_manager","PT",0.079841844,0.013276312,65,686
"4953","bus_drv","None","overall_owner_manager","PT",0.395741346,0.023952348,267,686
"4954","bus_emp_btn_2","0 (Just me)","overall_owner_manager","PT",0.345731171,0.021539503,303,811
"4955","bus_emp_btn_2","1","overall_owner_manager","PT",0.153101075,0.016307718,121,811
"4956","bus_emp_btn_2","100 to 250","overall_owner_manager","PT",0.011695534,0.004869044,8,811
"4957","bus_emp_btn_2","10 to 49","overall_owner_manager","PT",0.103687221,0.013806408,72,811
"4958","bus_emp_btn_2","2 to 4","overall_owner_manager","PT",0.261154929,0.019893633,216,811
"4959","bus_emp_btn_2","50 to 99","overall_owner_manager","PT",0.010902891,0.004703039,10,811
"4960","bus_emp_btn_2","5 to 9","overall_owner_manager","PT",0.113727178,0.014378187,81,811
"4961","bus_emp_chn","Decreased","overall_owner_manager","PT",0.258619658,0.020684507,172,750
"4962","bus_emp_chn","Dont know","overall_owner_manager","PT",0.047674141,0.010065332,27,750
"4963","bus_emp_chn","Increased","overall_owner_manager","PT",0.06973677,0.01203172,52,750
"4964","bus_emp_chn","Stayed the same","overall_owner_manager","PT",0.623969431,0.022881638,499,750
"4965","bus_fut_chl_cash_flow","Checked","overall_owner_manager","PT",0.222218417,0.022204264,138,593
"4966","bus_fut_chl_cash_flow","Unchecked","overall_owner_manager","PT",0.777781583,0.022204264,455,593
"4967","bus_fut_chl_finding_supplies","Checked","overall_owner_manager","PT",0.140826762,0.018578066,89,593
"4968","bus_fut_chl_finding_supplies","Unchecked","overall_owner_manager","PT",0.859173238,0.018578066,504,593
"4969","bus_fut_chl_getting_new_investors","Checked","overall_owner_manager","PT",0.103552016,0.01627269,61,593
"4970","bus_fut_chl_getting_new_investors","Unchecked","overall_owner_manager","PT",0.896447984,0.01627269,532,593
"4971","bus_fut_chl_getting_new_loans","Checked","overall_owner_manager","PT",0.030080144,0.009122742,21,593
"4972","bus_fut_chl_getting_new_loans","Unchecked","overall_owner_manager","PT",0.969919856,0.009122742,572,593
"4973","bus_fut_chl_government_or_health_authority_orders","Checked","overall_owner_manager","PT",0.298929107,0.02445021,163,593
"4974","bus_fut_chl_government_or_health_authority_orders","Unchecked","overall_owner_manager","PT",0.701070893,0.02445021,430,593
"4975","bus_fut_chl_inventory","Checked","overall_owner_manager","PT",0.082838903,0.014721685,40,593
"4976","bus_fut_chl_inventory","Unchecked","overall_owner_manager","PT",0.917161097,0.014721685,553,593
"4977","bus_fut_chl_lack_of_demand_no_customers","Checked","overall_owner_manager","PT",0.381692897,0.025946374,238,593
"4978","bus_fut_chl_lack_of_demand_no_customers","Unchecked","overall_owner_manager","PT",0.618307103,0.025946374,355,593
"4979","bus_fut_chl_lack_of_workers","Checked","overall_owner_manager","PT",0.101811249,0.016150992,67,593
"4980","bus_fut_chl_lack_of_workers","Unchecked","overall_owner_manager","PT",0.898188751,0.016150992,526,593
"4981","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Checked","overall_owner_manager","PT",0.114730177,0.017021357,67,593
"4982","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Unchecked","overall_owner_manager","PT",0.885269823,0.017021357,526,593
"4983","bus_fut_chl_no_challenges","Checked","overall_owner_manager","PT",0.116527643,0.017136751,69,593
"4984","bus_fut_chl_no_challenges","Unchecked","overall_owner_manager","PT",0.883472357,0.017136751,524,593
"4985","bus_fut_chl_other_please_specify","Checked","overall_owner_manager","PT",0.039207313,0.010366112,25,593
"4986","bus_fut_chl_other_please_specify","Unchecked","overall_owner_manager","PT",0.960792687,0.010366112,568,593
"4987","bus_fut_chl_repaying_outstanding_loans","Checked","overall_owner_manager","PT",0.235567116,0.022664416,138,593
"4988","bus_fut_chl_repaying_outstanding_loans","Unchecked","overall_owner_manager","PT",0.764432884,0.022664416,455,593
"4989","bus_mth_hir_alt_f","All","overall_owner_manager","PT",0.051952086,0.010590657,41,735
"4990","bus_mth_hir_alt_f","Exactly half","overall_owner_manager","PT",0.008320511,0.004334779,9,735
"4991","bus_mth_hir_alt_f","Less than half","overall_owner_manager","PT",0.116059901,0.015284766,89,735
"4992","bus_mth_hir_alt_f","More than half","overall_owner_manager","PT",0.01975521,0.006640708,10,735
"4993","bus_mth_hir_alt_f","None","overall_owner_manager","PT",0.803912293,0.018946797,586,735
"4994","bus_rol","Both own and manage a business","overall_owner_manager","PT",0.493620936,0.022642426,392,811
"4995","bus_rol","Manage a business","overall_owner_manager","PT",0.187227686,0.017666795,152,811
"4996","bus_rol","Own a business","overall_owner_manager","PT",0.319151378,0.021111152,267,811
"4997","bus_sls_dif","Dont know","overall_owner_manager","PT",0.050664089,0.010584623,38,716
"4998","bus_sls_dif","Higher than last year","overall_owner_manager","PT",0.221094208,0.020028409,145,716
"4999","bus_sls_dif","Lower than last year","overall_owner_manager","PT",0.445038045,0.023985318,334,716
"5000","bus_sls_dif","Same as last year","overall_owner_manager","PT",0.168854159,0.018080474,132,716
"5001","bus_sls_dif","This business was not in operation last year","overall_owner_manager","PT",0.114349498,0.015359024,67,716
"5002","bus_srv","12 months or more","overall_owner_manager","PT",0.442127922,0.026927361,248,576
"5003","bus_srv","At least 1 month but less than 2 months","overall_owner_manager","PT",0.03537476,0.010015637,21,576
"5004","bus_srv","At least 2 months but less than 3 months","overall_owner_manager","PT",0.044238368,0.011148768,24,576
"5005","bus_srv","At least 3 months but less than 6 months","overall_owner_manager","PT",0.072322971,0.014043943,48,576
"5006","bus_srv","At least 6 months but less than 9 months","overall_owner_manager","PT",0.069250869,0.013765166,37,576
"5007","bus_srv","At least 9 months but less than 12 months","overall_owner_manager","PT",0.044987753,0.011238391,25,576
"5008","bus_srv","Less than 1 month","overall_owner_manager","PT",0.017302917,0.007070042,13,576
"5009","bus_srv","Not sure","overall_owner_manager","PT",0.274394438,0.024193041,160,576
"5010","chl_fin_bills_or_accounts_payable","Checked","overall_owner_manager","PT",0.2271006,0.024369125,112,509
"5011","chl_fin_bills_or_accounts_payable","Unchecked","overall_owner_manager","PT",0.7728994,0.024369125,397,509
"5012","chl_fin_debt_or_loans","Checked","overall_owner_manager","PT",0.189725102,0.022805936,88,509
"5013","chl_fin_debt_or_loans","Unchecked","overall_owner_manager","PT",0.810274898,0.022805936,421,509
"5014","chl_fin_none_of_the_above","Checked","overall_owner_manager","PT",0.527670339,0.029038439,265,509
"5015","chl_fin_none_of_the_above","Unchecked","overall_owner_manager","PT",0.472329661,0.029038439,244,509
"5016","chl_fin_rent_or_lease","Checked","overall_owner_manager","PT",0.183963439,0.022536677,95,509
"5017","chl_fin_rent_or_lease","Unchecked","overall_owner_manager","PT",0.816036561,0.022536677,414,509
"5018","chl_fin_taxes","Checked","overall_owner_manager","PT",0.243746896,0.024973099,119,509
"5019","chl_fin_taxes","Unchecked","overall_owner_manager","PT",0.756253104,0.024973099,390,509
"5020","chl_fin_worker_benefits","Checked","overall_owner_manager","PT",0.103871361,0.017746079,39,509
"5021","chl_fin_worker_benefits","Unchecked","overall_owner_manager","PT",0.896128639,0.017746079,470,509
"5022","chl_fin_worker_hazard_pay","Checked","overall_owner_manager","PT",0.025641549,0.009193922,10,509
"5023","chl_fin_worker_hazard_pay","Unchecked","overall_owner_manager","PT",0.974358451,0.009193922,499,509
"5024","chl_fin_worker_salaries_and_wages","Checked","overall_owner_manager","PT",0.160042976,0.021326331,67,509
"5025","chl_fin_worker_salaries_and_wages","Unchecked","overall_owner_manager","PT",0.839957024,0.021326331,442,509
"5026","clim_carb","Business facilities","overall_owner_manager","PT",0.116253163,0.019734507,48,456
"5027","clim_carb","Customer demand or expectations","overall_owner_manager","PT",0.077938936,0.016505057,46,456
"5028","clim_carb","Employee capacity","overall_owner_manager","PT",0.018921809,0.00838867,6,456
"5029","clim_carb","Knowledge of how to reduce carbon emissions","overall_owner_manager","PT",0.358995427,0.029534864,154,456
"5030","clim_carb","Operating costs","overall_owner_manager","PT",0.233759777,0.026057175,108,456
"5031","clim_carb","Production or transportation of goods and services","overall_owner_manager","PT",0.194130889,0.024352275,94,456
"5032","clim_pract","I am unsure and need more information to make this decision","overall_owner_manager","PT",0.128427144,0.019693245,54,501
"5033","clim_pract","I definitely would","overall_owner_manager","PT",0.251443364,0.025536975,129,501
"5034","clim_pract","I definitely would not","overall_owner_manager","PT",0.04883756,0.012686486,23,501
"5035","clim_pract","I have already","overall_owner_manager","PT",0.288729844,0.026674738,155,501
"5036","clim_pract","I probably would","overall_owner_manager","PT",0.236220433,0.025002289,119,501
"5037","clim_pract","I probably would not","overall_owner_manager","PT",0.046341654,0.012374259,21,501
"5038","clim_worry","I am unfamiliar with climate change or the impacts it may have","overall_owner_manager","PT",0.057231165,0.013544616,31,509
"5039","clim_worry","Not at all worried","overall_owner_manager","PT",0.257456231,0.025495324,134,509
"5040","clim_worry","Not very worried","overall_owner_manager","PT",0.111231494,0.018333949,65,509
"5041","clim_worry","Somewhat worried","overall_owner_manager","PT",0.30726132,0.026902117,151,509
"5042","clim_worry","Very worried","overall_owner_manager","PT",0.26681979,0.025790644,128,509
"5043","dem_age","20 to 29","overall_owner_manager","PT",0.145727887,0.016045784,76,805
"5044","dem_age","30 to 39","overall_owner_manager","PT",0.23993073,0.019420528,208,805
"5045","dem_age","40 to 49","overall_owner_manager","PT",0.353867648,0.021745664,297,805
"5046","dem_age","50 to 59","overall_owner_manager","PT",0.163422085,0.016815124,156,805
"5047","dem_age","60 to 69","overall_owner_manager","PT",0.069727352,0.011582391,53,805
"5048","dem_age","70 or older","overall_owner_manager","PT",0.022425721,0.00673348,13,805
"5049","dem_age","Less than 20","overall_owner_manager","PT",0.004898576,0.00317512,2,805
"5050","dgt_use_advertising","Checked","overall_owner_manager","PT",0.624276688,0.024599934,406,641
"5051","dgt_use_advertising","Unchecked","overall_owner_manager","PT",0.375723312,0.024599934,235,641
"5052","dgt_use_analyzing_or_researching_to_answer_business_questions","Checked","overall_owner_manager","PT",0.218704229,0.020996536,129,641
"5053","dgt_use_analyzing_or_researching_to_answer_business_questions","Unchecked","overall_owner_manager","PT",0.781295771,0.020996536,512,641
"5054","dgt_use_communicating_directly_with_customers","Checked","overall_owner_manager","PT",0.570579309,0.025142636,381,641
"5055","dgt_use_communicating_directly_with_customers","Unchecked","overall_owner_manager","PT",0.429420691,0.025142636,260,641
"5056","dgt_use_coordinating_or_collaborating_between_employees","Checked","overall_owner_manager","PT",0.183425102,0.019657972,110,641
"5057","dgt_use_coordinating_or_collaborating_between_employees","Unchecked","overall_owner_manager","PT",0.816574898,0.019657972,531,641
"5058","dgt_use_hiring","Checked","overall_owner_manager","PT",0.113429669,0.016107615,78,641
"5059","dgt_use_hiring","Unchecked","overall_owner_manager","PT",0.886570331,0.016107615,563,641
"5060","dgt_use_none_of_the_above","Checked","overall_owner_manager","PT",0.104636647,0.015547225,65,641
"5061","dgt_use_none_of_the_above","Unchecked","overall_owner_manager","PT",0.895363353,0.015547225,576,641
"5062","dgt_use_selling_goods_and_services","Checked","overall_owner_manager","PT",0.510005598,0.02539185,340,641
"5063","dgt_use_selling_goods_and_services","Unchecked","overall_owner_manager","PT",0.489994402,0.02539185,301,641
"5064","dig_perm","Don't know","overall_owner_manager","PT",0.251911569,0.023929594,128,563
"5065","dig_perm","No","overall_owner_manager","PT",0.234822879,0.023366088,144,563
"5066","dig_perm","Yes","overall_owner_manager","PT",0.513265552,0.027551923,291,563
"5067","dig_use_access_to_digital_solutions_and_business_intelligence_services","Checked","overall_owner_manager","PT",0.203376837,0.022397141,111,554
"5068","dig_use_access_to_digital_solutions_and_business_intelligence_services","Unchecked","overall_owner_manager","PT",0.796623163,0.022397141,443,554
"5069","dig_use_increase_in_customer_or_supplier_base","Checked","overall_owner_manager","PT",0.338873216,0.02633761,196,554
"5070","dig_use_increase_in_customer_or_supplier_base","Unchecked","overall_owner_manager","PT",0.661126784,0.02633761,358,554
"5071","dig_use_increase_in_employment","Checked","overall_owner_manager","PT",0.055295908,0.012717735,25,554
"5072","dig_use_increase_in_employment","Unchecked","overall_owner_manager","PT",0.944704092,0.012717735,529,554
"5073","dig_use_increase_in_sales","Checked","overall_owner_manager","PT",0.35539588,0.026632878,201,554
"5074","dig_use_increase_in_sales","Unchecked","overall_owner_manager","PT",0.64460412,0.026632878,353,554
"5075","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Checked","overall_owner_manager","PT",0.150842368,0.019914582,80,554
"5076","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Unchecked","overall_owner_manager","PT",0.849157632,0.019914582,474,554
"5077","dig_use_no_impact","Checked","overall_owner_manager","PT",0.341206751,0.026381455,191,554
"5078","dig_use_no_impact","Unchecked","overall_owner_manager","PT",0.658793249,0.026381455,363,554
"5079","dig_use_something_not_listed_here","Checked","overall_owner_manager","PT",0.082676013,0.015323801,42,554
"5080","dig_use_something_not_listed_here","Unchecked","overall_owner_manager","PT",0.917323987,0.015323801,512,554
"5081","emp_rhr","Don't know or prefer not to say","overall_owner_manager","PT",0.168471762,0.018089177,117,712
"5082","emp_rhr","No","overall_owner_manager","PT",0.733091818,0.021378483,532,712
"5083","emp_rhr","Yes","overall_owner_manager","PT",0.09843642,0.014397691,63,712
"5084","frl_rhr","Don't know or prefer not to say","overall_owner_manager","PT",0.102831347,0.01454506,69,723
"5085","frl_rhr","No","overall_owner_manager","PT",0.797577044,0.01924119,593,723
"5086","frl_rhr","Yes","overall_owner_manager","PT",0.099591609,0.014339924,61,723
"5087","hol_emp","No","overall_owner_manager","PT",0.793185109,0.020969427,509,625
"5088","hol_emp","Prefer not to say","overall_owner_manager","PT",0.094000543,0.015109063,52,625
"5089","hol_emp","Yes","overall_owner_manager","PT",0.112814348,0.016379393,64,625
"5090","hol_price","Decreased a little","overall_owner_manager","PT",0.118498157,0.016784552,76,622
"5091","hol_price","Decreased a lot","overall_owner_manager","PT",0.126138169,0.017241974,68,622
"5092","hol_price","Increased a little","overall_owner_manager","PT",0.194861424,0.020570298,117,622
"5093","hol_price","Increased a lot","overall_owner_manager","PT",0.066658854,0.012953629,33,622
"5094","hol_price","No Change","overall_owner_manager","PT",0.493843397,0.025964467,328,622
"5095","hol_rev","All","overall_owner_manager","PT",0.043381496,0.010761929,26,604
"5096","hol_rev","Between 0 and 25%","overall_owner_manager","PT",0.382341481,0.025672513,247,604
"5097","hol_rev","Between 25 and 50%","overall_owner_manager","PT",0.285494707,0.023859988,179,604
"5098","hol_rev","Between 50 and 75%","overall_owner_manager","PT",0.139172825,0.018285367,74,604
"5099","hol_rev","Between 75 and 100%","overall_owner_manager","PT",0.051258976,0.011650036,27,604
"5100","hol_rev","None","overall_owner_manager","PT",0.098350515,0.0157317,51,604
"5101","ind_hcr","Accommodation","overall_owner_manager","PT",0.147625333,0.049831057,12,80
"5102","ind_hcr","Food and beverage services","overall_owner_manager","PT",0.825317571,0.053338346,66,80
"5103","ind_hcr","Other","overall_owner_manager","PT",0.027057096,0.022792326,2,80
"5104","ind_oth","Administrative and support services (e.g. rental and leasing, travel agencies, human resources, security)","overall_owner_manager","PT",0.01211475,0.007312731,6,383
"5105","ind_oth","Arts, entertainment, and recreation","overall_owner_manager","PT",0.170383949,0.02513171,61,383
"5106","ind_oth","Education","overall_owner_manager","PT",0.046804035,0.014118933,22,383
"5107","ind_oth","Financial and insurance activities","overall_owner_manager","PT",0.040174742,0.013126283,13,383
"5108","ind_oth","Human health and social work activities","overall_owner_manager","PT",0.116262368,0.021426458,41,383
"5109","ind_oth","Other","overall_owner_manager","PT",0.247196492,0.02883574,101,383
"5110","ind_oth","Personal services (e.g. repair of household goods, washing of textiles, hairdressing)","overall_owner_manager","PT",0.147426822,0.023698629,46,383
"5111","ind_oth","Professional, scientific, and technical services","overall_owner_manager","PT",0.118582688,0.021610786,49,383
"5112","ind_oth","Real estate activities","overall_owner_manager","PT",0.101054154,0.02014712,44,383
"5113","ind_top","Agriculture, forestry, fishing and mining","overall_owner_manager","PT",0.032100846,0.008121843,22,781
"5114","ind_top","Construction","overall_owner_manager","PT",0.080270074,0.012519537,53,781
"5115","ind_top","Hotels, cafes and restaurants","overall_owner_manager","PT",0.105977558,0.014182815,81,781
"5116","ind_top","Information and communication","overall_owner_manager","PT",0.061028807,0.011029983,51,781
"5117","ind_top","Manufacturing, energy, water supply and waste management","overall_owner_manager","PT",0.021188165,0.00663556,13,781
"5118","ind_top","Other","overall_owner_manager","PT",0.478907,0.023017836,400,781
"5119","ind_top","Transportation and storage","overall_owner_manager","PT",0.015646686,0.005718314,14,781
"5120","ind_top","Wholesale and retail trade","overall_owner_manager","PT",0.204880863,0.018597222,147,781
"5121","ind_trd","Other","overall_owner_manager","PT",0.03551724,0.020334541,8,142
"5122","ind_trd","Retail trade","overall_owner_manager","PT",0.854102148,0.038783491,119,142
"5123","ind_trd","Wholesale trade","overall_owner_manager","PT",0.110380612,0.034428338,15,142
"5124","phys_chl_a_lack_of_employees_willing_to_work_in_person","Checked","overall_owner_manager","PT",0.084022013,0.016006421,44,519
"5125","phys_chl_a_lack_of_employees_willing_to_work_in_person","Unchecked","overall_owner_manager","PT",0.915977987,0.016006421,475,519
"5126","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Checked","overall_owner_manager","PT",0.324198318,0.027006618,171,519
"5127","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Unchecked","overall_owner_manager","PT",0.675801682,0.027006618,348,519
"5128","phys_chl_a_lack_of_vaccinated_workers","Checked","overall_owner_manager","PT",0.030632236,0.009942345,16,519
"5129","phys_chl_a_lack_of_vaccinated_workers","Unchecked","overall_owner_manager","PT",0.969367764,0.009942345,503,519
